"","2156","2157","1910","1913","2039","2045","2170","2109","1250","1449","1463","1441","1915","1706","1916","1401","1720","1022","1059","1803","1032","1912","1560","1021","2043","1037","1378","1019","1581","1873","1170","1067","2158","1615","1003","1922","1512","1006","1373","1815","1811","1057","1248","1827","1180","1007","1042","1069","1237","1563","1835","1031","1630","1511","1813","1925","1926","1583","1778","1927","1618","1580","2359","1627","2110","1023","1830","1010","1928","2011","1576","1799","1924","1088","1043","1855","1030","1831","2107","1843","1852","1578","1020","1024","1931","1179","1053","2046","1629","1854","1008","1048","1810","1029","2055","2499","1038","1932","1011","1814","1013","1177","1047","1853","1626","1017","1919","1089","1933","1621","1060","1049","1129","1036","2148","1131","1631","1054","1529","1635","1058","1243","1825","2044","1052","1625","1014","2057","1632","1817","1175","1025","1061","1564","1582","1039","1849","1845","1062","1133","1838","1149","1259","1199","1026","1561","1930","1375","1016","1809","1808","1372","1009","1939","2159","1908","1553","1613","2111","1018","1909","1004","1033","1012","1997","1940","1614","1046","1268","1239","1050","1802","2498","2439"
"1247871",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,NA,0,1,0,0,NA,0,0,0,1,0,0,1,0,0,1,0,NA,0,1,0,0,0,0,0,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,NA,0,1,0,0,0,1,0,0,NA,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,1,0,1,0,NA,1,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0
"908146",0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,NA,0,0,1,1,NA,0,1,0,1,0,0,1,0,0,0,0,NA,NA,1,1,0,0,0,0,1,NA,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,NA,0,1,0,0,1,1,0,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,NA,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0
"909703",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,NA,1,0,0,1,NA,0,0,0,1,0,0,1,0,0,1,1,NA,0,1,1,0,0,0,0,1,NA,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,NA,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,NA,0,1,0,0,1,1,0,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,1,1,0,1,1,0,NA,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0
"909762",NA,NA,1,0,0,0,0,1,1,NA,NA,NA,0,NA,1,NA,NA,0,NA,NA,0,1,1,0,0,1,NA,0,NA,1,1,0,NA,0,1,0,0,NA,1,NA,NA,1,1,NA,1,1,1,1,0,0,NA,1,0,1,NA,0,1,NA,NA,0,1,NA,NA,0,0,0,NA,0,1,NA,0,0,0,0,1,1,1,NA,0,NA,0,0,0,1,1,1,1,0,1,0,1,1,NA,1,NA,NA,1,1,1,NA,1,1,0,0,1,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,0,1,1,NA,0,1,1,1,NA,1,NA,0,0,1,1,NA,0,1,NA,1,1,NA,NA,1,0,0,1,1,1,0,NA,NA,0,0,NA,NA,1,1,1,1,1,0,NA,0,1,1,0,0,1,0,1,1,NA,NA,NA
"946358",0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,1,1,NA,0,0,0,0,0,NA,1,0,NA,1,NA,0,0,NA,1,0,0,0,1,NA,NA,1,1,NA,NA,0,0,0,0,0,NA,NA,NA,1,NA,0,1,NA,NA,0,NA,NA,1,NA,0,0,NA,0,0,0,NA,NA,0,1,0,NA,0,NA,0,NA,NA,NA,0,1,0,1,0,0,NA,NA,NA,NA,NA,0,1,0,1,0,0,NA,0,NA,1,NA,NA,0,0,1,0,NA,0,0,NA,0,1,NA,NA,1,1,NA,1,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,1,0,0,1,0,1,0,1,NA,NA,0,NA,1,0,0,NA,NA,0,0,0,1,0,1,0,0,NA,1,NA,1,0,NA,0,0
"1330960",NA,NA,1,0,0,0,0,0,1,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0,0,0,1,0,0,NA,1,NA,0,0,0,NA,0,1,0,0,NA,0,NA,NA,0,1,NA,1,0,0,0,0,0,NA,1,0,1,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,1,NA,0,NA,NA,0,0,1,NA,1,1,1,0,0,1,0,1,0,0,0,0,0,0,NA,1,0,0,1,0,0,0,NA,0,0,0,0,NA,0,NA,1,1,0,0,NA,0,1,NA,0,0,NA,NA,1,0,0,0,0,0,0,NA,NA,0,0,NA,NA,1,0,0,0,1,1,NA,0,1,0,0,0,1,0,1,0,NA,NA,NA
"907787",0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,NA,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,NA,0,1,1,0,1,1,0,0,NA,1,0,0,0,0,NA,0,1,0,0,0,0,0,NA,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,NA,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0
"907789",0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,NA,0,0,1,1,NA,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,NA,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,NA,0,1,1,0,1,0,0,1,NA,1,0,0,0,0,NA,0,1,1,0,0,0,0,NA,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0
"908147",0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,NA,1,0,0,1,NA,0,0,0,1,0,0,1,0,0,1,1,NA,0,1,1,0,0,0,0,1,NA,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,NA,0,1,1,0,1,1,0,0,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,NA,1,1,0,1,0,NA,1,0,0,0,1,0,0,1,1,0,NA,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0
