"","c1_1","c1_2","c1_3","c1_4","c1_5","c1_6","c1_7","c1_8","c1_9","c1_10","c1_11","c1_12","c1_13","c1_14","c1_15","c1_16","c1_17","c1_18","c1_19","c1_20","c1_21","c1_22","c1_23","c1_24","c1_25","c1_26","c1_27","c1_28","c1_29","c1_30","c1_31","c1_32","c1_33","c1_34","c1_35","c2_1","c2_2","c2_3","c2_4","c2_5","c2_6","c2_7","c2_8","c2_9","c2_10","c2_11","c2_12","c2_13","c2_14","c2_15","c2_16","c2_17","c2_18","c2_19","c2_20","c2_21","c2_22","c2_23","c2_24","c2_25","c2_26","c2_27","c2_28","c2_29","c2_30","c2_31","c2_32","c2_33","c2_34","c2_35","c2_36","c2_37","c2_38","c2_39","c2_40","c2_41","c0_1","c0_2","c0_3","c0_4","c0_5","c0_6","c0_7","c0_8","c0_9","c0_10","c0_11","c0_12","c0_13","c0_14","c0_15","c0_16","c0_17","c0_18","c0_19","c0_20","c0_21","c0_22","c0_23","c0_24","c0_25","c0_26","c0_27","c0_28","c0_29","c0_30","c0_31","c0_32","c0_33","c0_34","c0_35","c0_36","c0_37","c0_38","c0_39","c0_40","c0_41","c0_42","c0_43","c0_44","c0_45","c0_46","c0_47","c0_48","c0_49","c0_50","c0_51","c0_52","c0_53","c0_54","c0_55","c0_56","c0_57","c0_58","c0_59","c0_60","c0_61","c0_62"
"SIDG01147",0.391901085146075,0.72308912616152,0.101815775369274,0.585116907951063,0.928209575947992,0.11564028769332,0.951562532316147,1.05855214014154,0.187898310635287,0.946165779172821,-0.759075275952925,-1.2234950523931,0.80844829391249,0.964228403300279,0.0932302148792344,0.31981357480278,0.931159951394593,0.289590008279257,0.7948177764779,0.9491487539548,0.441850535466589,0.462546434145529,0.594001874239748,0.655528766554149,0.769227722275387,0.434629371751433,0.344449005343301,0.0703846442320863,0.553465930772056,1.26132595263455,0.855062198599979,-0.0546490473039436,-0.231470838729393,0.207872335451772,0.71207208766713,0.494648016024919,0.0403369091219474,0.772760790597226,0.539773252817556,0.185240141622067,0.19534301827945,0.345424835936191,-0.0308210655621383,0.2849753927049,0.596799680698696,0.799828165532473,0.722643567960404,0.745093379654077,0.582333886631298,0.625633928326964,-1.30997891748914,0.466152694566346,0.567676538863784,0.443653551076757,0.22016821020148,0.26214346042402,0.410504854066384,0.862315788901198,0.0449651570000036,0.499298263920718,0.639755508694514,0.0338172355912729,1.11132405440787,1.42431121420362,0.850757840257796,0.701166017441595,0.640112133228805,0.918674854058321,0.24927038817408,0.030981888174477,0.605122631289037,1.15903748032346,0.577288145846146,0.921338313000442,0.642099752919429,0.513235648621477,-0.822967442818334,0.438713591994298,-1.71852214027989,-0.0135581908957346,-1.98823634361859,-1.98031351853543,-1.27282711197107,-1.6568740355924,0.978615488277505,-2.61979609128893,0.11708570339044,-0.0593481398712961,-1.25895509884147,-2.70851514919136,-0.449757069005281,-1.1157133466772,-0.309092048870743,-1.19365835412726,-0.953405892875721,-1.32614680854765,-0.571012805263466,-2.37329084515069,-0.197947535602983,-1.90450895073478,-0.25319254120323,-0.891895778390006,-1.8797057367775,-1.77488798274009,-0.321092862520295,-2.22774068833052,-1.79837670399873,-0.532680410530817,-1.19701451379266,-2.1500081952611,-0.119357603864431,-1.08014280046137,-0.575308605991076,-0.778672127035644,-2.87505210025953,-1.12297750409236,-1.04562704484163,-1.32148685341739,-1.26425603821114,-1.92446616828169,-1.34152299553056,-1.01940484522873,-1.59344672808035,-0.995954648706298,-1.92446616828169,-1.17109330468259,-1.15556403752909,-1.46629114833484,-2.7326923364037,-0.767546043701054,-0.72224734450728,-2.41455199272314,-2.02427307375356,-2.28766962077169,-1.77488798274009,-1.45696035207734,-0.987502493864493,-1.02013977114361
"SIDG01149",0.670644890507712,0.559407957657436,0.407991192484256,0.232301443387208,0.792286033711899,0.488199058952598,0.965290994921769,1.46291151285292,-0.194815826453425,0.902563465047139,-0.42924947871781,-1.18519497825281,1.43987909442765,0.88054901427693,0.478491252345175,0.0449503697093242,0.762504956354861,0.519871406763907,1.0343346733196,0.674026392570865,0.020267576594517,0.133511779193054,0.776520994960786,0.437711598154033,0.403760151138707,0.3162646712526,0.100579237783135,0.259393165259504,0.324027384205624,1.55260567966957,1.09126505435107,0.294803959197279,-0.65593461917738,0.0991159541307188,0.485726933981249,1.07545708825862,0.427604969601127,0.716387753091409,0.137708423449106,0.333079984235187,-0.0148683626000271,0.798384012980286,-0.380242234453577,0.519008454956362,0.244286953628343,0.498454501193434,1.02251094232389,0.49021600128179,0.172846137697236,0.309269003604924,-1.11975462262027,-0.0293696428012107,0.806392415534074,0.250061197122645,0.432674352974368,-0.273306863476638,0.620398757374265,0.628338780036519,-0.219580628288666,0.187722930069565,0.600584156353584,0.0969159634348995,1.80138308717713,1.71373256074291,0.570409772179471,0.490663516246419,0.332807172971152,1.2900392351141,-0.190059533442587,0.478718367624324,0.280362216691822,1.2014373101339,0.711320371128236,1.40717528270939,0.623811344432652,0.653700304829976,-0.630767476514182,0.7250953777591,-1.87456644934131,0.142576657138502,-1.79923570363275,-1.7304325015907,-1.68420328428828,-1.43937951056612,0.96331906824203,-1.80323854735643,0.386096865525384,-0.0152911148306411,-1.07358446086053,-2.27752829655539,-0.0768137031807332,-0.855078735716878,-0.361717033658878,-1.35515641865248,-0.853862878098303,-1.27281199065772,-0.477686582953074,-2.19454204164693,-0.0878558653561542,-1.65370459273783,-0.0841580678795506,-0.859960857366691,-1.72314288350054,-1.64379307795407,-0.280949775815997,-2.0453103745719,-1.63400367939744,-0.470905066975948,-1.09798441700801,-1.8968245658063,-0.301293609374023,-0.881051194024414,-0.332190301236668,-1.06720239603716,-2.33026745709977,-1.09963803425146,-0.85022642873631,-1.22682445457209,-1.03910097924798,-1.69463533084115,-1.09633423407074,-0.826399671933103,-1.43937951056612,-0.77416674299938,-1.79129000943124,-0.956152755952586,-1.00900030415169,-1.34833609524177,-2.27027196485633,-0.650272627531772,-0.585300556156983,-2.18151613027031,-2.01331023255852,-2.0344998295964,-1.68075615177224,-1.40704542041237,-0.68388452473024,-0.89372391558812
"SIDG02097",0.455549334933678,0.715018426515965,1.26083568898068,1.31324088569325,0.68647933786369,0.589064955080526,0.41467189955644,0.8831237900669,1.03784974501226,0.526234465737969,0.0155409573035862,-0.130770772651527,0.237659271108545,0.199187859720374,0.158286685800108,0.75291373779468,1.05093485562467,0.462009890011323,0.710118414463585,0.862202302295757,0.703131647805337,0.0233605982528296,0.380137416288574,0.934875258832117,0.283749275854295,0.491572117669371,0.896922498985408,0.395838909102197,1.30727887551591,0.582030948159901,0.0844392868208229,1.13893663970584,-0.141061613744756,1.61891087615367,0.525734093192778,0.731565486969287,0.125594918773375,0.23353989211698,0.318898949679793,1.23045214040383,1.39618385316764,0.934234019957685,0.0242253495286738,0.397567055351106,0.898591165889977,0.925856893127583,1.10415534073822,0.885494399715024,0.286351498465686,0.41749197369901,0.737942818127745,1.15622307467471,1.22696145267049,0.443585578465462,0.0795696021298541,0.67676566614588,-0.0732572155994663,1.56454418393917,0.293469805216441,0.261994719023735,0.806791408503092,0.763404519540151,0.906889300609617,1.32546893465457,0.37307182595963,0.702306168063176,1.3856529528316,0.511103352612251,0.239028299567264,2.36912069586536,-0.558322340011714,0.111556581096626,-0.0665534467533879,0.099691701413488,0.627489302480474,0.432018307702564,1.20740263977484,-0.968799760985156,0.594189184335592,0.58813019592498,-1.81629041274622,0.530725586794165,0.958603964502772,-0.049536686103522,0.466825640318183,0.813034628406829,0.577311485777003,0.253954374962579,0.910187663524004,0.677614425717605,-0.47424937350652,-0.179094214519738,0.694843253692295,0.311343899529713,-0.121606635857395,0.285701634076474,0.313238499606679,0.932307611251864,0.655287535812567,0.85313794125085,0.512119890270315,0.0514758378513785,0.949816842522688,0.294114195142112,-0.586466777260853,0.827559194282315,0.0285369281997021,0.520715308621449,-0.643693619787433,0.87870492045265,0.915113091607441,1.44323859606445,0.377788257203699,-0.509121392596315,-0.61203760653956,0.350331764987113,1.46867277365626,0.694843253692295,0.355166185175029,0.361173624230911,0.379550689895047,-1.02668293085132,0.612585259161472,0.463617948953526,0.41749197369901,-1.57496384312959,0.681846491357945,0.230783333254364,0.875975004949362,0.451759572027763,1.10495458624925,0.368331036021396,-0.48924861918616,1.03037045929133,0.352147657590035,0.402159602323875,0.72916251855141,0.853838386467151
"SIDG04543",0.262680008118466,0.163490395259937,1.29447056356767,-0.17903136629278,0.602019648868815,0.277550532636648,0.0102220088333289,0.43414367551833,0.760158985422021,0.0183552655160202,0.0291168106600865,1.37121499562623,-0.26182686393792,-0.266073722038599,1.07696627817628,0.520262620989714,0.540773632095091,0.95363747741741,0.482831142216885,0.810916120137662,0.735108318248836,-0.00482976365600754,0.840049865864089,-0.643357373309392,0.215810374886262,0.609570373517546,-0.112666093124281,1.13947367209014,0.724486674933745,1.09430479171348,0.201336603488727,0.304623682177467,-0.0999599190083233,0.682243999812967,0.0163269760195532,0.203663856067526,0.279738397784968,0.245944072102909,1.02433435826731,1.65136030830625,0.550463913181982,-0.231673852285402,-0.0742053811044069,1.44728234151989,1.8091408002297,0.0706001827850176,-0.527640089093834,0.473526481541142,0.174847746882072,0.481903829884692,0.583792377697376,0.844205583352391,0.916056133976854,0.974031379190359,0.779620795200043,0.272063822701817,0.79086332414823,-0.310248413238337,-0.470096098990762,-0.146946198330689,-0.297963568797451,1.0273180520942,0.479117700591538,1.35624353816162,-0.0186745097941497,0.293325285215897,0.465561928404427,0.588055389163209,0.274810229913593,-0.730729103283991,-0.573723726638045,0.0277767434764905,0.418129108403125,1.95505327756072,0.470253188583712,0.779985062210383,0.302479574354396,0.719906378566281,0.665173029092514,1.38154316340947,0.153239101816877,-0.20385761103846,0.264341173904293,0.820821518401114,-0.701315500912028,0.50260149038743,0.718375823822806,1.37952923153632,0.13432325818304,0.588906225420254,1.80311987268313,0.421056363488337,0.601177817707716,0.635230052572322,1.28604358825943,1.06083137751563,0.52205979577957,-0.149265788267119,0.348292646749117,0.0731875115153731,-0.00896688729506971,0.648672920167794,1.46600545372106,0.0841234813110672,0.480511552280455,1.82889711420799,-0.530799924281573,0.266552585595918,0.794108173276167,-0.40079952272657,0.615827509368968,-0.0866475458862703,-0.695275010202369,1.08637639340858,-0.10070372698716,0.0654091785368794,-0.431550590040047,0.720670943978398,0.246505612393886,0.041112316306634,0.162288775586329,0.516660392897323,0.465091819080323,0.1754426138116,-0.102192690558876,0.819764024394154,0.380436112935005,0.864436558688054,0.458491396574859,0.193156448537333,0.616659399877944,0.653525120675245,0.133092857195162,-0.839581675925667,0.865116570667526,-0.281484693798457,0.0911483532380172,-0.41607918151366
"SIDG04597",0.50973829702604,0.634983142337062,1.14722398373004,0.41509190932598,0.926270287048209,0.925835561478007,0.0624713484654497,1.39163560332821,0.386909010811336,-0.8421502090143,1.41074687945276,0.809236913381799,1.00788450751402,0.414252722345375,1.74669664131336,1.22468120920395,0.593437010517807,0.712527742674,0.463066238869155,1.22940411916779,0.96608597181101,0.0246026702432295,1.1823968117923,0.779368746490496,0.264733179829746,0.821268204314643,0.695756773965061,-0.355659703463354,0.861024711202364,0.696341145779155,0.806199774121239,0.885221964118061,1.04007765201136,1.0012038430835,1.00159841637898,0.923222091245687,0.146235721813719,1.59314107689674,0.961530660094662,1.0012038430835,0.69925643476665,0.513442480602347,0.825237615167507,0.650007893198866,0.851035194830867,1.02030624610364,0.578626912028061,1.08847146182479,0.686346593595978,-0.122996359144069,1.14722398373004,0.672616752578234,0.98967323380096,1.23730954591583,0.38079719199063,0.0232155036628732,-0.091793382923033,1.19079228623589,0.820770600033946,0.588755235825906,1.11038430546705,-0.456902453558678,0.163813863023122,0.548839049410092,0.249316151336916,0.226136729322178,0.812765312717167,1.31540249040978,0.0624713484654497,1.62066631102824,-0.629111853053593,0.041058451946078,-1.21437165630055,0.245152785768672,-0.0602472035825575,0.707361566443958,1.36762085405202,0.718227963675484,0.714812848395422,-0.521284595330257,-1.23510639607214,1.0912885180299,0.850556287108888,1.52659434961309,-0.169608938712112,0.196711101403212,-1.30851055471045,1.45513613293684,0.98404492935321,0.221847026512074,-1.27831232555414,-1.3162470032384,0.613838271124057,-0.535395811380092,-1.30851055471045,0.826226809527465,0.459905638329661,1.42047452490268,0.736747583253454,0.00210542878284443,-1.24924327029084,-0.859238955412728,0.899296921629951,-0.194925345613576,-1.30085032858952,0.74939919118014,0.516393173563349,0.46621404342002,-1.28575263747136,0.103605259334709,-1.29326483757337,1.1209442515929,-1.29326483757337,0.0973198034219385,-0.454332181260779,1.47727150442641,1.67842553413668,1.00199278953583,0.212107776052089,1.49941817992108,1.62633897941688,-1.06021114599693,-0.198610218207762,0.583369886766258,1.18020532790362,-1.24214270347933,1.3400379122411,1.33594306847958,1.00514059408669,0.998040027275183,0.493985090598796,0.615136279208581,-0.825428991179582,0.540318343179085,1.07315239286065,1.17485729417167,0.463854385578357,0.766665836369425
"SIDG05421",0.700162159974245,-0.170779818063785,0.114862797543245,0.604805122300876,0.655663084757499,0.922413455757373,0.45448134166207,-0.111795067612129,0.411179834534789,0.395188760856059,-0.575100740216898,0.61823345077402,1.00625864297957,-0.482005291122727,0.0671814380952386,0.565540579375745,0.360734423134037,-0.195014135706569,0.212575841899377,-0.0404367322941399,0.665422097425256,0.874014348380656,0.231260504374302,0.449522174036763,0.729482641983751,1.0688101621237,0.173778844829074,-0.179125990455462,0.3051969326944,1.39057836952629,1.21063055248342,-0.259260610896409,0.545822375178011,0.480869503362186,-0.587139140684594,0.538216554187953,0.637611083124957,0.908143570195792,0.624904421363593,0.369256342286222,0.854033813728614,0.143088331831169,0.179697321243721,-0.448481581398564,-0.18005611144026,0.171553601531231,0.553971909091051,0.978219698784684,0.34288455651812,-0.225368441608035,-0.336527469777054,0.63595956315916,0.691682425434992,0.557451547101394,0.301104316607305,0.985716944096113,0.59691809713685,0.539975045154581,0.598047264703047,1.07172701532693,0.591259939609723,1.10915694022801,1.33358055035299,2.21866517081526,0.783513962753251,0.211852702549906,-0.465153187631018,0.000693357447954302,-0.782607430494195,0.120242166981314,0.0837617144968025,0.122541932120285,0.391970737337034,1.35870937735088,0.537043122227563,0.97113032736441,0.184121457111893,0.063207584975069,0.573587792241816,-0.572704192519858,0.0766774965564847,-0.0481108189397447,-0.235940962426806,0.39003672496761,1.24229043893859,-0.212965528002915,0.218348894123864,0.227684675965632,-0.297916363432251,0.238387611247858,1.3091120063835,0.139303848027341,0.633203129958326,-0.254373456420954,0.916905137103987,0.0472099372551702,0.206781298504918,0.00977915222340317,0.595222808435881,-0.648768624457483,0.769422819702131,0.204602771316918,0.18559337913339,-0.168931174827796,0.536456074352702,-0.128806793461743,0.681552370495359,-0.353075744408922,0.879205237423382,0.472327026451345,0.0391490315043984,-0.405953023910489,0.377081532231759,0.99885992188605,-0.0670305343441701,0.0790424867633974,-0.584724000678362,-0.645001238781965,0.0798300189945857,0.742395918482524,-0.653806031513361,-0.0101132261358728,-0.298920270220834,-0.295910490188504,-0.32934255629315,0.781508735523608,-0.248529053728571,-0.114468799884335,-0.160639342969969,0.00977915222340317,-0.642494704549922,-0.135121436693027,0.352165590788118,0.411179834534789,-0.390965422626564,0.435175921129564,0.0861159737130441,-0.125209894295053
"SIDG05634",0.216015755850765,0.734011679219208,1.25043540565304,0.342279818123507,0.7887851176378,-0.189661776211764,0.170672501279865,1.25460170137433,1.00578272016235,0.216015755850765,0.477593651817662,-0.234444633818417,1.03867521937161,-0.104286150296584,0.92343925302151,0.513907357335082,0.12535700062117,0.0602701426831485,0.112586137904661,0.624002303523686,1.07712530120343,-0.0151127053750567,0.803348713745661,1.02807206167626,-0.586744069558538,0.676942314417365,0.922554755909571,0.409684015908181,0.762171568420854,0.641516155970077,0.181388445051003,0.939262735540848,0.347688696162761,0.672697000749649,-0.315444979531035,1.03786251671785,-0.197695329047137,0.353076174035135,0.541106450855161,0.107766015151316,1.2413644613591,0.758184206110587,-0.0949145836702358,0.701099303453443,-0.0310597312346307,0.184434717587613,0.722787549864283,0.148984254869026,1.05563087774953,0.193532857822014,0.99071784701534,0.310754791694212,1.13737976750213,0.649108196976649,-0.224136611421427,0.230800735587029,0.615160173389466,-0.157993296416654,0.609604542443504,-0.0653517779003644,-0.0151127053750567,-0.113722662462644,0.51031925708777,1.24904380281761,0.702139947948841,0.663096373980456,0.942754232981875,0.56777287554837,0.742116960626591,0.99994394687225,-0.226191982764055,-0.408607263488369,0.208562626920878,-0.597508420128684,0.00412784058170209,0.620693229584248,0.26564314624931,-2.60959170342761,-0.399232470823933,0.22194902561275,0.473908444545459,-0.422791592330332,0.00759709916138915,0.51629418223359,-0.0874634939102885,-0.337586658535227,0.106155508451508,-0.195682493121193,0.102928769368224,0.106155508451508,0.802382638319574,-0.115617837794253,0.320426859545234,-0.282893232059894,-1.22032214122104,0.346338489551434,-0.652644828896208,0.0652610459709699,-0.449186279216193,-0.613816198947102,-0.376074034131748,0.0451867277748653,0.802382638319574,-0.195682493121193,-0.173735474705256,0.410972878527788,-0.408607263488369,-0.432330568334193,0.54927774223566,0.0652610459709699,0.452835092367671,0.0669206235754888,0.39932896025709,-0.0763627537153076,0.4689792690056,-0.0382076912493356,0.334126001807733,-0.302330753710041,-0.236515635367372,0.262773422835306,-1.09793293438871,-0.0690122189647345,0.0669206235754888,0.133278391523313,0.659881063735732,0.041812046355003,-0.0526171723374008,0.473908444545459,0.0850437172482984,0.557400291068316,-0.481054308545155,-0.0526171723374008,-0.274342602669675,0.340924234879691,0.0980742784656619,-0.0080846471619992,-1.45753297763967,0.136434089936749
"SIDG05672",0.315013550900926,0.41811228274394,0.513411474496681,1.22969586715377,0.427898250115225,0.354594039318176,0.0193688982395143,0.994487976146389,0.656186900750127,0.382032698063114,-0.727044436120639,0.359264277293858,1.45822843700709,0.363913278324287,0.567583271861796,0.28539444946852,0.501079348755943,0.764068139895494,1.12715202816875,0.67326403944293,0.267262134152759,0.78795335320111,0.609845863477793,0.549312111783234,-0.0018708663164285,1.07037982253347,0.581792310254484,0.607913422635472,0.441139568326564,0.827198447029006,0.450708602183436,0.896427229454422,0.31157316091617,1.22017555590584,0.926924116599507,0.678091283944514,-0.380556183310783,0.692437751017967,-0.722296587375597,1.12092517521421,1.17589355604053,0.144404879271279,-0.110455629885871,0.0360486168854904,0.751446149219617,1.05314577782285,1.31978380735382,0.170119890267085,0.19905830656131,0.708924753296508,-0.0104918839378109,0.448199105933209,0.459940544251231,0.566017109434239,0.153160392181376,0.48472495588636,0.714555510956144,1.29922538691822,0.270854647105057,0.0379269349942556,1.00197036316587,-0.71757068562143,0.334293390580871,0.952709915376433,-0.290280664337416,0.230935929580705,1.19009844595489,1.35495059412244,-1.08751379410944,0.71474912297434,-0.305396249140534,0.629392984233852,-0.809604871135098,-0.00891900938292226,-0.0279551204015041,0.406924530145598,0.321291020162263,0.123909005573455,-2.74544085985614,-0.0120671820291811,-0.494003820784967,-1.21089789042223,-0.288729662888454,0.0744242151109747,-0.236366521020448,-0.0271548320952565,0.0859480371150059,0.110712492922465,-0.113497748097783,-0.0717104097005601,-1.21089789042223,-1.08525939791697,0.810588422067271,-0.368756253783458,-0.551141486179091,-2.49359455026449,0.0097691257453337,0.465884562500575,0.219058696078461,-1.69728817694097,-0.331455420483299,-0.590625327072395,-1.97581691310895,0.322144060060752,0.056522723377938,0.186802641238581,-0.563232710331902,0.0787608844300095,-0.843701543013167,-0.747877112052504,-0.337397868309467,0.0794818775903756,-0.195947641460305,-2.8795142338484,-0.11002177956787,-2.19058731590527,-0.0485770500147355,0.265160657032528,-0.0404403714994885,-2.43714374807651,0.110712492922465,-0.735006845986366,-0.0420625348846747,-0.433324067678748,-0.0388207778791559,-0.176322053960477,0.135914810060419,-0.665483735396067,0.0277427729388331,-1.87837481051485,0.0834382768459711,0.213384112079992,-0.596891137853657,-0.192650436200604,-0.149373999640189,-1.00724432342533,0.173083755873614,-0.106125389363122
"SIDG08780",-0.037885650629951,1.21415387688247,-0.249964141641223,0.351859314218272,1.21907286096129,0.857693135168778,0.78201223731663,1.23127238806443,1.24393408626062,0.0996720977498305,0.736787286507372,1.09222427005409,0.232400363103996,0.882336903793778,0.279141507330417,1.61633767588305,0.406937758520168,-0.124612172249476,1.27698463476323,1.16497140666718,0.466777470179871,0.218439322432079,0.381765256620189,0.395087653501454,0.0996720977498305,0.618897425051258,0.180294986592327,0.934796386608935,1.02599317753099,1.66597313089961,1.09773480002533,0.0979262018446853,1.10253336696605,-0.0721478705869,-0.216638127645365,0.395087653501454,-0.854219119644331,0.125524685819788,1.26235579632735,0.542078669423969,0.828059321057131,0.298151412051406,-0.14633922351883,0.185137980075897,0.808438163047975,0.588385704568131,0.692581278264861,1.24393408626062,0.417362238863492,0.849928331042256,0.894033975273522,1.49308612269661,0.391108304401808,1.02746145315591,0.503296015221785,1.47922201477595,0.247702150494257,0.747321279240772,0.332384106778323,0.432811163901961,0.506880313828087,0.282088158158986,0.611350591309381,1.9048220398328,0.808438163047975,0.689568317345226,1.39725034584893,-0.141958412092337,-0.457408003381243,0.474181464412434,-0.942790787113185,0.391108304401808,0.188354519732345,0.570552087182025,0.674375056922043,0.268763919848494,0.648564003136778,-1.02929483352147,0.674375056922043,1.10526578401076,0.353236943862405,1.00071953126322,0.604839283107558,0.78201223731663,0.743502712270682,0.885691979052752,-0.0783095763654302,1.53271810244358,0.79576219379674,0.581732845287544,0.77088375382804,-0.0907403569007834,1.61971923165355,1.47874072656266,1.32805342819624,0.648564003136778,1.53865222787479,0.360098638697472,1.82842557490659,0.828059321057131,1.20673278321942,1.69508000430512,1.4229129749266,1.72800398006408,0.328164376170339,0.92837774926975,1.37891351184942,-0.431317506103483,0.435364459272324,1.1181504161836,1.2856669862808,0.332384106778323,1.01862145606819,1.12687775353508,0.652735797702298,1.39204320433128,0.315404513682275,-0.4751615628718,0.62318614709996,1.2552623472189,1.04348102559744,-0.177517093325439,1.35864295557116,1.04852832427034,1.2850903472894,-0.752904811678342,0.0460161272376146,1.2999829826157,1.76290387653319,2.11843798121825,1.70291836274452,0.812032484879456,-0.0845069334847071,1.64144289313493,-1.36789315528209,0.697584122019637,0.401687223983469,1.28220248654662
"SIDG09151",-0.109107156820614,1.49627161207114,0.446592589436125,0.287054075603116,0.897570529631206,-0.634063787275672,0.281135584456705,0.552494070675387,0.11767834182468,0.115232961147266,0.450390227380686,-0.0261219413893428,0.45275818346032,0.712100405156413,0.0823940719693338,0.44468964209455,0.344815934472921,-0.0418906487123568,0.55424706953221,0.624175739968205,0.235037683369199,0.854734274697722,0.043552518546179,-0.549150213608528,-0.900949865311498,1.16561306326976,0.252790213650511,0.0830213396988075,1.45679647872565,0.800688511524236,0.0704186725576418,0.78498656295079,0.0128212458470923,0.604934587838472,0.417268527956526,0.416782305428668,-0.63623151311759,0.110942551586956,0.445165637638821,1.07309103152545,1.3022820174442,0.501979060754066,1.1965812997914,0.165652898971918,-0.0295338427099212,0.731374726523363,0.654143175208585,0.859602043928625,0.490535590718808,0.861682717070713,-0.337714069032803,0.849148914359127,0.0525691427111476,0.317826845847146,1.45105899477942,1.18146012223923,-0.60514457757395,0.597751733639962,0.104788964605861,0.915319379756764,0.786822051571739,0.0627985774313722,-0.176891154120409,1.91556129141775,0.406039585721988,-0.342041661805549,0.897233327908364,0.110328489494379,0.65454897446949,0.215341914248635,0.347382030498357,1.02349794978635,1.00623126171042,-0.476101838900688,0.633279266176384,-0.210965361876936,0.778726632195579,-0.394214851684767,-0.358617884959062,0.88639687668528,-0.163959446571862,-0.377185868353749,0.578546352319852,0.846697825506882,0.442307071647374,-0.22834002555272,-0.609388906895405,-1.08898217315039,0.0416122998648112,-0.429876920134003,0.114620903454224,-1.42983251000159,-0.0125623404364855,0.144879451815695,-0.764916216529154,0.423089192479666,-0.415128925661607,0.314676705857613,-0.454201565094356,0.45086416047807,-0.539038008746127,0.504255830967511,0.605355887055359,-0.307813967463725,0.198221353703513,0.105405623155585,-0.220413928405809,-0.26542950444259,-0.58412639108702,-0.079674769301427,0.207950406698579,-0.15490728863152,-0.136246785265769,0.908649864903618,-0.285204759086786,0.0942611983841812,0.327232156226699,-0.317137955454289,-0.274456195029208,0.455121875255135,0.133463222245237,-0.158671437179014,0.158567550058336,-0.569611387096141,0.231682186785155,-0.0754224188252277,-0.163959446571862,1.11203184007597,-0.238716029776311,-0.0508879157304532,-0.297717319993118,-0.186866794120768,-0.560364367018128,0.389262304004322,0.41191014801944,0.102319429166276,-0.753005447872837,0.287054075603116
